task,scenario,method,absolute_error_mean,absolute_error_std,absolute_error_count,covered_mean,covered_std,covered_count,interval_width_mean,interval_width_std,interval_width_count,correct_mean,correct_std,correct_count,answered_mean,answered_std,answered_count,split_predicted_mean,split_predicted_std,split_predicted_count,split_probability_mean,split_probability_std,split_probability_count
observed_regime,regime_null,MOB-like,,,0,,,0,,,0,1.0,0.0,30,1.0,0.0,30,0.0,0.0,30,0.0,0.0,30
observed_regime,regime_stationary_nonlinear,CWFM-Revised,,,0,,,0,,,0,0.8333333333333334,0.3790490217894517,30,1.0,0.0,30,0.16666666666666666,0.3790490217894517,30,0.01329680612931649,0.03089983150330736,30
observed_regime,regime_stationary_nonlinear,MOB-like,,,0,,,0,,,0,0.0,0.0,30,1.0,0.0,30,1.0,0.0,30,1.0,0.0,30
observed_regime,regime_weak_split,CWFM-Revised,,,0,,,0,,,0,0.0,0.0,30,1.0,0.0,30,0.0,0.0,30,0.0,0.0,30
observed_regime,regime_weak_split,MOB-like,,,0,,,0,,,0,0.03333333333333333,0.18257418583505536,30,1.0,0.0,30,0.03333333333333333,0.18257418583505536,30,0.03333333333333333,0.18257418583505536,30
static_ate,ate_hidden_confounding,AIPW,1.2531731643083888,0.5797868144379553,30,0.4,0.4982728791224398,30,2.1307818189383427,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,CWFM-Compiled,1.2203570538805772,0.3275652529183851,30,0.0,0.0,30,0.7265013660075312,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,CWFM-Revised,,,0,,,0,,,0,,,0,0.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,Interaction g-computation,1.2200288133680175,0.3453931931358209,30,0.0,0.0,30,0.6580814738921656,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,Linear g-computation,1.219217177795744,0.3185878816992718,30,0.0,0.0,30,0.6659842276227759,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,Random forest g-computation,0.905357980470822,0.3701011163577397,30,0.36666666666666664,0.49013251785356093,30,1.5771227449615621,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_hidden_confounding,Spline g-computation,1.2312559785926689,0.34569067148218324,30,0.0,0.0,30,0.6962357096518006,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,AIPW,0.34928847384760947,0.2559544530977202,30,1.0,0.0,30,2.1307818189383427,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,CWFM-Compiled,0.1676984999658056,0.10939888656634177,30,0.9666666666666667,0.18257418583505536,30,0.7265013660075312,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,CWFM-Revised,0.16769849499875186,0.10939889267584707,30,0.9666666666666667,0.18257418583505536,30,0.8320185973224988,0.18632376847551813,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,Interaction g-computation,0.18887042202849127,0.13383296082733206,30,0.8,0.40683810217248617,30,0.6580814738921656,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,Linear g-computation,0.1596437704295202,0.09562200857698876,30,1.0,0.0,30,0.6659842276227759,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,Random forest g-computation,0.4122422896352065,0.293003332976771,30,0.8666666666666667,0.34574590364176033,30,1.5771227449615621,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_linear,Spline g-computation,0.18099282140085038,0.10555868745573993,30,0.9,0.3051285766293647,30,0.6962357096518006,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,AIPW,0.5257825871483713,0.6579338231220994,30,0.8666666666666667,0.3457459036417604,30,2.1307818189383427,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,CWFM-Compiled,0.1902757828958744,0.19041334292524367,30,0.9,0.30512857662936466,30,0.7265013660075312,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,CWFM-Revised,0.1902757826475217,0.1904133392858203,30,0.9,0.30512857662936466,30,0.9840521279028981,0.2079468341100076,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,Interaction g-computation,0.1632778993738832,0.1479750457837364,30,0.8666666666666667,0.34574590364176033,30,0.6580814738921656,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,Linear g-computation,0.21767203243391958,0.1554297224912785,30,0.8333333333333334,0.3790490217894516,30,0.6659842276227759,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,Random forest g-computation,0.5019289815106182,0.3342821771341801,30,0.8333333333333334,0.3790490217894517,30,1.5771227449615621,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_nonlinear,Spline g-computation,0.16919051594332715,0.14190134028549842,30,0.9,0.30512857662936466,30,0.6962357096518006,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,AIPW,0.2663646936685616,0.18440628300820078,30,1.0,0.0,30,2.1307818189383427,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,CWFM-Compiled,0.2316155264603636,0.11956134605826566,30,0.8333333333333334,0.3790490217894517,30,0.7265013660075312,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,CWFM-Revised,,,0,,,0,,,0,,,0,0.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,Interaction g-computation,0.23256442926944437,0.14173120486914198,30,0.7333333333333333,0.4497764451088036,30,0.6580814738921656,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,Linear g-computation,0.23173375984281622,0.13048363785569153,30,0.8333333333333334,0.3790490217894516,30,0.6659842276227759,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,Random forest g-computation,0.5589739606925656,0.39671073515698635,30,0.7,0.46609159969939895,30,1.5771227449615621,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_poor_overlap,Spline g-computation,0.2489427437730596,0.16672713255571736,30,0.8,0.4068381021724862,30,0.6962357096518006,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,AIPW,0.20164908457333858,0.14610037373555965,30,1.0,0.0,30,2.1307818189383427,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,CWFM-Compiled,0.14984406714935733,0.12485378043599771,30,0.9333333333333333,0.2537081317024624,30,0.7265013660075312,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,CWFM-Revised,0.1498440779526992,0.12485376518596836,30,0.9666666666666667,0.18257418583505536,30,0.8124465886012694,0.14432155268188374,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,Interaction g-computation,0.15378304238582233,0.13289068257647693,30,0.9333333333333333,0.2537081317024624,30,0.6580814738921656,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,Linear g-computation,0.14132847217776812,0.12719817603621533,30,0.9333333333333333,0.2537081317024624,30,0.6659842276227759,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,Random forest g-computation,0.44916525934813817,0.23747741955996962,30,0.9333333333333333,0.2537081317024624,30,1.5771227449615621,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,Randomized difference-in-means,0.23845391433647362,0.21388507956554936,30,0.9333333333333333,0.2537081317024624,30,0.9852277212016385,0.0,30,,,0,1.0,0.0,30,,,0,,,0
static_ate,ate_randomized,Spline g-computation,0.14549978208567096,0.12732378462149813,30,0.9333333333333333,0.2537081317024624,30,0.6962357096518006,0.0,30,,,0,1.0,0.0,30,,,0,,,0
